uhhidfs,uhhidp,k1,k2,k3,k3_x,k4,k5,k51,k52,k53,k54,k55,k56,k57,k5_other,k6,k61,k62,k63,k64,k65,k66,k67,k68,k6_other,k7,k7_other
2192,1000398,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,5,NA
2193,1000385,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,0,1,0,0,0,NA,5,NA
2194,1001143,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,3,NA
2195,1001142,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,3,NA
2196,1001473,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,0,1,0,0,0,NA,3,NA
2197,1000526,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,1,0,0,0,0,0,NA,5,NA
2198,1001991,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,1,0,0,0,0,0,NA,4,NA
2199,1002091,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6 3 1,1,0,1,0,0,1,0,0,NA,5,NA
2200,1002092,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3 6,0,0,1,0,0,1,0,0,NA,5,NA
2201,1002096,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,1,0,0,0,0,NA,5,NA
2202,1002080,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4 6,0,0,0,1,0,1,0,0,NA,2,NA
2203,1001992,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3 6,0,0,1,0,0,1,0,0,NA,2,NA
2204,1001250,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4 6,0,0,0,1,0,1,0,0,NA,2,NA
2205,1001243,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5 4 6,0,0,0,1,1,1,0,0,NA,2,NA
2206,1001252,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4 5,0,0,0,1,1,0,0,0,NA,3,NA
2207,1001244,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6 4,0,0,0,1,0,1,0,0,NA,2,NA
2208,1001246,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6 4 5,0,0,0,1,1,1,0,0,NA,2,NA
2209,1001245,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7 6,0,0,0,0,0,1,1,0,NA,3,NA
2210,1003031,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3 7 5,0,0,1,0,1,0,1,0,NA,2,NA
2211,1003032,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,1,0,0,0,0,0,NA,2,NA
2212,1003029,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3 6,0,0,1,0,0,1,0,0,NA,5,NA
2213,1003030,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3 6,0,0,1,0,0,1,0,0,NA,5,NA
2214,1001443,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 5,1,0,0,0,1,0,0,0,NA,4,NA
2215,1000021,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,0,0,1,0,0,NA,5,NA
2216,1000026,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 6,1,0,0,0,0,1,0,0,NA,5,NA
2217,1000019,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,5,NA
2218,1000011,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,0,0,1,0,0,NA,5,NA
2219,3000735,1,1,1,Helps me her know when to plant what,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 5 6 7,1,0,0,0,1,1,1,0,NA,1,NA
2220,3000738,1,1,1,Knowing the planting season,1,5,0,0,0,0,1,0,0,NA,4,0,0,0,1,0,0,0,0,NA,2,NA
2221,3000741,1,1,1,Planting seasons to avoid losses,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 4,1,0,0,1,0,0,0,0,NA,1,NA
2222,3000757,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,0,NA
2223,3000737,1,1,1,Planting in time,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 6,1,0,0,0,0,1,0,0,NA,1,NA
2224,3000752,1,1,1,Ditermining the planting season to avoid losses,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 4 5,1,0,0,1,1,0,0,0,NA,1,NA
2225,3000754,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,0,NA
2226,1001624,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,3,NA
2227,1002908,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,5,NA
2228,1000386,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,0,1,0,0,0,NA,5,NA
2229,1001723,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4 6 7,0,0,0,1,0,1,1,0,NA,1,NA
2230,1001596,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5 6 7,0,0,0,0,1,1,1,0,NA,2,NA
2231,1001591,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5 6 7,0,0,0,0,1,1,1,0,NA,2,NA
2232,1000893,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,4,NA
2233,1000674,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 4 3,1,0,1,1,0,0,0,0,NA,3,NA
2234,1002452,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,3,NA
2235,1001746,1,1,1,Helps know how the rains will be to help in preparation of planting,1,4,0,0,0,1,0,0,0,NA,1 3,1,0,1,0,0,0,0,0,NA,2,NA
2236,1001225,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 5,1,0,0,0,1,0,0,0,NA,0,NA
2237,1001226,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2 7,0,1,0,0,0,0,1,0,NA,0,NA
2238,1001289,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,0,0,0,0,0,1,0,NA,0,NA
2239,1001479,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,0,1,0,0,0,NA,0,NA
2240,1001344,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,1,0,0,0,0,0,0,NA,0,NA
2241,1001345,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,0,0,0,0,0,1,0,NA,0,NA
2242,1002271,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,0,0,0,0,0,1,0,NA,0,NA
2243,1002269,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3 7,0,0,1,0,0,0,1,0,NA,0,NA
2244,1002270,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,0,1,0,0,0,NA,0,NA
2245,1002272,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5 3,0,0,1,0,1,0,0,0,NA,0,NA
2246,1002752,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 5,1,0,0,0,1,0,0,0,NA,0,NA
2247,1002973,1,1,1,To plan for his agriculture activities like whether to spray or not,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 7,1,0,0,0,0,0,1,0,NA,1,NA
2248,1002974,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 6,1,0,0,0,0,1,0,0,NA,0,NA
2251,1002728,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,0,1,0,0,0,NA,0,NA
2252,1002734,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 5,1,0,0,0,1,0,0,0,NA,0,NA
2253,1002802,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 7,1,0,0,0,0,0,1,0,NA,0,NA
2254,1002801,1,1,1,Helps him to plan for his agriculture activities,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 7,1,0,0,0,0,0,1,0,NA,3,NA
2255,1002799,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,0,1,0,0,0,NA,0,NA
2256,1002803,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,5,NA
2257,1002830,1,1,1,Enables her to make agriculture plans,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5 1,1,0,0,0,1,0,0,0,NA,4,NA
2258,1002727,1,1,1,Asess his agriculture plans,1,7,0,0,0,0,0,0,1,Sometimes lacks finance to buy battery to listen to radio,1 5,1,0,0,0,1,0,0,0,NA,1,NA
2259,1000051,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,1,0,0,0,0,0,NA,3,NA
2260,1000110,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2 1,1,1,0,0,0,0,0,0,NA,5,NA
2261,1000109,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2 5,0,1,0,0,1,0,0,0,NA,3,NA
2262,1000050,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 3,1,0,1,0,0,0,0,0,NA,3,NA
2263,1000233,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5 6 2,0,1,0,0,1,1,0,0,NA,3,NA
2264,1001362,1,1,1,To plan on what to plant,1,1,1,0,0,0,0,0,0,NA,3,0,0,1,0,0,0,0,0,NA,3,NA
2265,1001361,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,1,0,0,0,0,NA,3,NA
2266,1000411,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4 5,0,0,0,1,1,0,0,0,NA,3,NA
2267,1000235,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,0,0,1,0,0,NA,3,NA
2268,1000257,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2 3,0,1,1,0,0,0,0,0,NA,5,NA
2269,1000072,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4 5 7,0,0,0,1,1,0,1,0,NA,5,NA
2270,1002305,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6 4,0,0,0,1,0,1,0,0,NA,1,NA
2271,1000680,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7 3,0,0,1,0,0,0,1,0,NA,3,NA
2272,1002179,1,2,0,NA,1,2 3,0,1,1,0,0,0,0,NA,3 6,0,0,1,0,0,1,0,0,NA,5,NA
2273,1001384,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5 1 7 6,1,0,0,0,1,1,1,0,NA,5,NA
2274,1001468,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6 1,1,0,0,0,0,1,0,0,NA,5,NA
2275,1001466,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,5,NA
2276,1001467,1,3,0,NA,1,6 1 4,1,0,0,1,0,1,0,NA,1 6,1,0,0,0,0,1,0,0,NA,5,NA
2277,1001271,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 6,1,0,0,0,0,1,0,0,NA,5,NA
2278,1001416,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6 1,1,0,0,0,0,1,0,0,NA,5,NA
2279,1001415,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6 1,1,0,0,0,0,1,0,0,NA,5,NA
2280,1001417,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 6 5,1,0,0,0,1,1,0,0,NA,5,NA
2281,1000119,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 4 5 6,1,0,0,1,1,1,0,0,NA,5,NA
2282,1000429,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 5,1,0,0,0,1,0,0,0,NA,5,NA
2283,1000338,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 6 5,1,0,0,0,1,1,0,0,NA,3,NA
2284,1002263,1,1,1,it helped in predicting the future,1,1 6,1,0,0,0,0,1,0,NA,1 4 3 5 6,1,0,1,1,1,1,0,0,NA,5,NA
2285,1002303,1,1,1,it helps is predicting the future,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 4 5 6,1,0,0,1,1,1,0,0,NA,5,NA
2286,1002265,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 4 5 6,1,0,0,1,1,1,0,0,NA,5,NA
2287,1002266,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 4 5 6,1,0,0,1,1,1,0,0,NA,5,NA
2288,1002264,1,1,1,it helped in forecasting the future,1,1 6 4,1,0,0,1,0,1,0,NA,1 5 6,1,0,0,0,1,1,0,0,NA,5,NA
2289,1001785,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,0,0,1,0,0,NA,5,NA
2290,1002267,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 6,1,0,0,0,0,1,0,0,NA,5,NA
2291,1002251,1,2,0,NA,1,4,0,0,0,1,0,0,0,NA,1 5 6,1,0,0,0,1,1,0,0,NA,5,NA
2292,1002250,1,1,0,NA,1,4 6,0,0,0,1,0,1,0,NA,1 4 6,1,0,0,1,0,1,0,0,NA,3,NA
2293,1001419,1,3,1,it helps in planning,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 5,1,0,0,0,1,0,0,0,NA,5,NA
2294,1002180,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 5 6,1,0,0,0,1,1,0,0,NA,5,NA
2295,3000527,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,3,NA
2296,3000872,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 4,1,0,0,1,0,0,0,0,NA,5,NA
2297,3000871,1,1,1,To plan on when to plan,1,4,0,0,0,1,0,0,0,NA,1 4 6,1,0,0,1,0,1,0,0,NA,3,NA
2298,3000873,1,1,1,It help future planning.,1,4,0,0,0,1,0,0,0,NA,1 4 7,1,0,0,1,0,0,1,0,NA,3,NA
2299,3000870,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 4,1,0,0,1,0,0,0,0,NA,3,NA
2300,1002758,1,1,1,To help planning for planting,1,4,0,0,0,1,0,0,0,NA,1 3 5,1,0,1,0,1,0,0,0,NA,3,NA
2301,1002781,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 3 5,1,0,1,0,1,0,0,0,NA,3,NA
2302,2000544,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2 4 5,0,1,0,1,1,0,0,0,NA,4,NA
2303,2000543,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2 4 5,0,1,0,1,1,0,0,0,NA,5,NA
2304,1001686,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 2,1,1,0,0,0,0,0,0,NA,1,NA
2305,1002513,1,1,1,to know the roght type of crops to plant,1,1 2 3 4 5 6,1,1,1,1,1,1,0,NA,3 4 5 6 7 1,1,0,1,1,1,1,1,0,NA,4,NA
2306,1002464,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3 1,1,0,1,0,0,0,0,0,NA,2,NA
2307,1001574,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 2 3,1,1,1,0,0,0,0,0,NA,1,NA
2308,1001714,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 2 3,1,1,1,0,0,0,0,0,NA,1,NA
2309,1002463,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 6,1,0,0,0,0,1,0,0,NA,2,NA
2310,1002462,1,1,0,NA,1,2,0,1,0,0,0,0,0,NA,6,0,0,0,0,0,1,0,0,NA,2,NA
2311,1002461,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5 6,0,0,0,0,1,1,0,0,NA,2,NA
2312,1002690,1,1,1,determine which crop to plant,1,2 1 3 4 6,1,1,1,1,0,1,0,NA,1 4 6,1,0,0,1,0,1,0,0,NA,4,NA
2313,1002687,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3 6 7,0,0,1,0,0,1,1,0,NA,4,NA
2314,1002681,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 6 7,1,0,0,0,0,1,1,0,NA,4,NA
2315,1002684,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3 6,0,0,1,0,0,1,0,0,NA,4,NA
2316,1002714,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 5 6,1,0,0,0,1,1,0,0,NA,4,NA
2317,1002713,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2 1 6 7,1,1,0,0,0,1,1,0,NA,3,NA
2318,1002715,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4 6,0,0,0,1,0,1,0,0,NA,3,NA
2319,1002716,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 5 6,1,0,0,0,1,1,0,0,NA,4,NA
2320,1001497,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 5 6,1,0,0,0,1,1,0,0,NA,5,NA
2321,1003033,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6 7 4,0,0,0,1,0,1,1,0,NA,2,NA
2322,1002418,1,1,1,helps me to make positive planting decisions,1,1 5 6,1,0,0,0,1,1,0,NA,5 6 1,1,0,0,0,1,1,0,0,NA,2,NA
2323,1000028,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6 3,0,0,1,0,0,1,0,0,NA,0,NA
2324,1002001,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5 6,0,0,0,0,1,1,0,0,NA,0,NA
2325,1002003,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4 3 5 6 7,0,0,1,1,1,1,1,0,NA,0,NA
2326,1002002,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3 5 6,0,0,1,0,1,1,0,0,NA,0,NA
2327,1001968,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6 7 4,0,0,0,1,0,1,1,0,NA,0,NA
2328,1000475,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2 5 6 7,0,1,0,0,1,1,1,0,NA,3,NA
2329,1001510,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,0,1,0,0,0,NA,3,NA
2330,1000682,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,0,0,0,0,0,0,1,She does not know about weather,3,NA
2331,1001636,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 3 4 5 6,1,0,1,1,1,1,0,0,NA,5,NA
2332,1002307,1,1,1,helps us to plan when to start planting crops,1,6 1 4,1,0,0,1,0,1,0,NA,1 3 4 5,1,0,1,1,1,0,0,0,NA,2,NA
2333,1002634,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 3 4 5,1,0,1,1,1,0,0,0,NA,5,NA
2334,1002635,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 3 4 5,1,0,1,1,1,0,0,0,NA,2,NA
2335,1002632,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 3 4 5,1,0,1,1,1,0,0,0,NA,5,NA
2336,1003012,1,1,1,Helps one know weather changes and plan for timely field preparation and planting,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 4 5 6,1,0,0,1,1,1,0,0,NA,5,NA
2337,1003013,1,2,1,Planning planting time,1,4,0,0,0,1,0,0,0,NA,1 4 5,1,0,0,1,1,0,0,0,NA,5,NA
2338,1002970,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,0,1,0,0,0,NA,5,NA
2339,1002380,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 4 6,1,0,0,1,0,1,0,0,NA,0,NA
2340,1002384,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 3,1,0,1,0,0,0,0,0,NA,0,NA
2341,1002482,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 4 6,1,0,0,1,0,1,0,0,NA,0,NA
2342,1002483,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 3 5,1,0,1,0,1,0,0,0,NA,0,NA
2343,1002951,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 3,1,0,1,0,0,0,0,0,NA,0,NA
2344,1002484,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 3 5,1,0,1,0,1,0,0,0,NA,0,NA
2345,1000673,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 4 7,1,0,0,1,0,0,1,0,NA,0,NA
2346,1001724,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 4,1,0,0,1,0,0,0,0,NA,0,NA
2347,1002938,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 4,1,0,0,1,0,0,0,0,NA,0,NA
2348,1001792,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 3 4 6,1,0,1,1,0,1,0,0,NA,0,NA
2349,1001713,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 4,1,0,0,1,0,0,0,0,NA,0,NA
2350,1002939,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 4 5,1,0,0,1,1,0,0,0,NA,3,NA
2351,1002941,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 4,1,0,0,1,0,0,0,0,NA,0,NA
2352,1001769,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6 3,0,0,1,0,0,1,0,0,NA,2,NA
2353,1002249,1,1,1,Helps to know on what best to plant and when to do so,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6 5,0,0,0,0,1,1,0,0,NA,1,NA
2354,1002014,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 3 5 6 7,1,0,1,0,1,1,1,0,NA,5,NA
2355,1001760,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 3 5 6 7,1,0,1,0,1,1,1,0,NA,3,NA
2356,1001770,1,1,1,Helps in determining the different crops to plant in a given season,1,1 5 6,1,0,0,0,1,1,0,NA,1 5 6 7,1,0,0,0,1,1,1,0,NA,3,NA
2357,1001759,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 5 6 7,1,0,0,0,1,1,1,0,NA,3,NA
2358,1002304,1,1,0,NA,1,2 1,1,1,0,0,0,0,0,NA,3 6,0,0,1,0,0,1,0,0,NA,5,NA
2359,1001767,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6 4,0,0,0,1,0,1,0,0,NA,5,NA
2360,1001493,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2 3 5,0,1,1,0,1,0,0,0,NA,3,NA
2361,1000408,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6 2,0,1,0,0,0,1,0,0,NA,3,NA
2362,2000643,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 3 5,1,0,1,0,1,0,0,0,NA,0,NA
2363,2000644,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,1,0,0,0,0,NA,0,NA
2365,2000541,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,3,NA
2366,2000642,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2 4,0,1,0,1,0,0,0,0,NA,0,NA
2367,1000016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,5,NA
2368,1000020,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,5,NA
2369,1000018,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,1,0,0,0,0,0,NA,5,NA
2370,1000027,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,1,0,0,0,0,0,NA,5,NA
2371,1000409,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4 6,0,0,0,1,0,1,0,0,NA,3,NA
2372,1001590,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3 4 5 7 6,0,0,1,1,1,1,1,0,NA,2,NA
2373,1001572,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 2 3 5,1,1,1,0,1,0,0,0,NA,1,NA
2374,1001598,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3 5 4,0,0,1,1,1,0,0,0,NA,2,NA
